"Cell" "sample" "Size_Factor" "n.umi" "hash_umis" "pval" "qval" "top_to_second_best_ratio" "top_oligo"
"A10_A01_RT_750" "A10_A01_RT_750" "sciChem18" 0.426892871496061 1724 121 0 0 3.0820837753376 "BMS_1_AH09"
"A10_A01_RT_751" "A10_A01_RT_751" "sciChem18" 0.441502314314081 1783 52 0 0 54.4921465968586 "Nutlin_50_BB06"
"A10_A01_RT_762" "A10_A01_RT_762" "sciChem18" 0.850566713218659 3435 65 0 0 64.1814345991561 "Dex_0_BC08"
"A10_A01_RT_767" "A10_A01_RT_767" "sciChem18" 0.945651900373234 3819 96 0 0 2.66523835029459 "Nutlin_10_AB07"
"A10_B02_RT_387" "A10_B02_RT_387" "sciChem18" 2.85280323231213 11521 137 0 0 76.2704243191894 "Nutlin_0_AA08"
"A10_B02_RT_388" "A10_B02_RT_388" "sciChem18" 0.34121715598699 1378 324 0 0 8.37644472361809 "BMS_100_BG01"
"A10_B02_RT_394" "A10_B02_RT_394" "sciChem18" 0.27584608981822 1114 3 2.80764906884939e-34 1.01075366478578e-32 1.98793969849246 "Nutlin_5_AA04"
"A10_B02_RT_396" "A10_B02_RT_396" "sciChem18" 0.307541152203078 1242 13 0.0208709482528519 0.229580430781371 1.02719665271967 "BMS_100_AH05"
"A10_B02_RT_397" "A10_B02_RT_397" "sciChem18" 0.497711526512228 2010 5 2.27093210503049e-15 5.45023705207318e-14 1.0050505050505 "Dex_1_BC05"
"A10_B02_RT_398" "A10_B02_RT_398" "sciChem18" 1.43890630873759 5811 165 0 0 151.502512562814 "SAHA_50_AE10"
"A10_B02_RT_400" "A10_B02_RT_400" "sciChem18" 0.530397059596614 2142 11 5.48417828682767e-10 1.09683565736553e-08 1.93292682926829 "Nutlin_5_AB08"
"A10_B02_RT_401" "A10_B02_RT_401" "sciChem18" 1.48124893114236 5982 126 0 0 91.2058346839546 "Dex_0_BD12"
"A10_B02_RT_402" "A10_B02_RT_402" "sciChem18" 0.566796857804224 2289 9 2.23973062386438e-10 4.70343431011519e-09 1.01859504132231 "Nutlin_0.5_BB10"
"A10_B02_RT_404" "A10_B02_RT_404" "sciChem18" 1.33119262016405 5376 233 0 0 20.7408369120144 "Nutlin_10_AA03"
"A10_B02_RT_406" "A10_B02_RT_406" "sciChem18" 4.48658465118162 18119 325 0 0 2.43975451755881 "Nutlin_1_AB01"
"A10_B02_RT_420" "A10_B02_RT_420" "sciChem18" 0.722795992979699 2919 132 4.27298083683043e-116 1.75192214310048e-114 181.617696160267 "Dex_50_BC02"
"A10_B02_RT_422" "A10_B02_RT_422" "sciChem18" 0.549463620562505 2219 21 0 0 6.74239244491081 "Nutlin_5_AA12"
"A10_B02_RT_424" "A10_B02_RT_424" "sciChem18" 0.428378577545351 1730 3 7.00245054356783e-05 0.00105036758153517 1.0030518819939 "Nutlin_50_AB06"
"A10_B02_RT_425" "A10_B02_RT_425" "sciChem18" 1.32277361921807 5342 182 0 0 169.536683417085 "Dex_50_BC10"
"A10_B02_RT_426" "A10_B02_RT_426" "sciChem18" 0.646282131441252 2610 27 0 0 22.8019693654267 "Dex_0.1_BD11"
"A10_B02_RT_428" "A10_B02_RT_428" "sciChem18" 0.359788481603118 1453 6 4.17867682486028e-07 7.10375060226247e-06 1.01228249744115 "Dex_50_AC10"
"A10_B02_RT_431" "A10_B02_RT_431" "sciChem18" 2.04235058242431 8248 125 0 0 132.66091954023 "Dex_0.1_AD11"
"A10_B02_RT_432" "A10_B02_RT_432" "sciChem18" 0.323636301070389 1307 4 1.53468993882796e-28 4.75753881036669e-27 1.00405268490375 "Dex_0.5_AD02"
"A10_B02_RT_433" "A10_B02_RT_433" "sciChem18" 1.15934595379615 4682 18 8.70769234955309e-219 3.91846155729889e-217 7.0921187308086 "Dex_10_BD07"
"A10_B02_RT_440" "A10_B02_RT_440" "sciChem18" 0.299865004281746 1211 4 7.02321551735573e-30 2.38789327590095e-28 1.00403632694248 "Nutlin_0_BB12"
"A10_B02_RT_445" "A10_B02_RT_445" "sciChem18" 0.77529094005462 3131 30 0 0 10.7710843373494 "Dex_0.5_AD02"
"A10_B02_RT_447" "A10_B02_RT_447" "sciChem18" 1.82717082295211 7379 48 0 0 44.0274551214361 "BMS_0.5_AH10"
"A10_B02_RT_448" "A10_B02_RT_448" "sciChem18" 2.45091974597912 9898 88 0 0 45.6083429895713 "BMS_0.1_AG07"
"A10_B02_RT_449" "A10_B02_RT_449" "sciChem18" 2.04680770057218 8266 170 0 0 1.19223073207755 "Dex_50_AC10"
"A10_B02_RT_450" "A10_B02_RT_450" "sciChem18" 1.55726755733105 6289 27 0 0 19.9181721572795 "Nutlin_5_BB08"
"A10_B02_RT_452" "A10_B02_RT_452" "sciChem18" 0.887214129101151 3583 16 0 0 7.09805924412666 "Nutlin_0.1_BA07"
"A10_B02_RT_453" "A10_B02_RT_453" "sciChem18" 1.11031765416957 4484 107 0 0 45.6236180904523 "Nutlin_10_AA11"
"A10_B02_RT_455" "A10_B02_RT_455" "sciChem18" 6.2709176163792 25325 442 0 0 2.34745762711864 "Nutlin_5_AB08"
"A10_B02_RT_457" "A10_B02_RT_457" "sciChem18" 2.78297504799549 11239 188 0 0 1.79889611994398 "Dex_100_BC09"
"A10_B02_RT_458" "A10_B02_RT_458" "sciChem18" 1.14547936400277 4626 87 0 0 111.683923705722 "Dex_1_AD01"
"A10_B02_RT_459" "A10_B02_RT_459" "sciChem18" 0.471216435299886 1903 60 0 0 54.21608040201 "Dex_5_AD08"
"A10_B02_RT_463" "A10_B02_RT_463" "sciChem18" 1.78953293637009 7227 180 0 0 166.010050251256 "Dex_5_AC04"
"A10_B02_RT_464" "A10_B02_RT_464" "sciChem18" 2.78545122474431 11249 89 0 0 74.2844221105528 "Dex_5_BC12"
"A10_B02_RT_466" "A10_B02_RT_466" "sciChem18" 0.915937779387429 3699 94 0 0 96.8679245283019 "Dex_100_AC09"
"A10_B02_RT_467" "A10_B02_RT_467" "sciChem18" 3.1360778523768 12665 81 0 0 68.9185929648241 "SAHA_1_BE05"
"A10_B02_RT_468" "A10_B02_RT_468" "sciChem18" 1.82766605830187 7381 186 3.3206095531915e-143 1.42786210787234e-141 6.35560153709725 "SAHA_1_BF09"
"A10_B02_RT_473" "A10_B02_RT_473" "sciChem18" 0.398416838884664 1609 140 0 0 312.758620689655 "Dex_0.5_AD10"
"A10_B02_RT_474" "A10_B02_RT_474" "sciChem18" 0.469730729250596 1897 159 0 0 145.520603015075 "BMS_5_AG04"
"A10_B02_RT_476" "A10_B02_RT_476" "sciChem18" 0.250341469305404 1011 6 1.06244621731057e-09 2.01864781289009e-08 1.00610376398779 "BMS_100_BH05"
"A10_B02_RT_479" "A10_B02_RT_479" "sciChem18" 2.72800392417175 11017 142 0 0 69.905041031653 "Nutlin_0.1_AB03"
"A10_B02_RT_482" "A10_B02_RT_482" "sciChem18" 2.32314902574016 9382 133 0 0 138.354988399072 "SAHA_1_AE05"
"A10_B02_RT_484" "A10_B02_RT_484" "sciChem18" 1.5065059339803 6084 14 0.0340525721286435 0.340525721286435 2.02854230377166 "Dex_1_BC05"
"A10_B02_RT_485" "A10_B02_RT_485" "sciChem18" 2.70646118645704 10930 180 0 0 108.741379310345 "Nutlin_10_AA03"
"A10_B02_RT_486" "A10_B02_RT_486" "sciChem18" 0.78544326472477 3172 100 0 0 76.7563025210084 "Nutlin_0.1_AB11"
"A10_B02_RT_488" "A10_B02_RT_488" "sciChem18" 1.74248557814256 7037 106 0 0 81.2504378283713 "Nutlin_10_AB07"
"A10_B02_RT_489" "A10_B02_RT_489" "sciChem18" 0.255046205128157 1030 6 0.999999934094178 1 1.90113285272915 "SAHA_0.1_BF03"
"A10_B02_RT_491" "A10_B02_RT_491" "sciChem18" 1.53795337869027 6211 77 9.51144406764926e-22 2.66320433894179e-20 32 "BMS_0.1_BH03"
"A10_B02_RT_497" "A10_B02_RT_497" "sciChem18" 0.548968385212741 2217 7 3.89545488598989e-32 1.36340921009646e-30 1.00708502024291 "SAHA_0_AF12"
"A10_B02_RT_501" "A10_B02_RT_501" "sciChem18" 1.09050824017903 4404 98 0 0 111.219023779725 "Nutlin_0_AA08"
"A10_B02_RT_502" "A10_B02_RT_502" "sciChem18" 2.4769196018417 10003 218 0 0 208.247236180905 "SAHA_1_AF01"
"A10_B02_RT_503" "A10_B02_RT_503" "sciChem18" 0.558625474533128 2256 3 0.449400117677313 1 1.00912778904665 "BMS_1_BG05"
"A10_B02_RT_504" "A10_B02_RT_504" "sciChem18" 1.88115147607632 7597 29 0 0 10.9647924330005 "SAHA_10_BE11"
"A10_B02_RT_505" "A10_B02_RT_505" "sciChem18" 0.430854754294168 1740 3 3.77314437915862e-18 9.43286094789656e-17 1 NA
"A10_B02_RT_509" "A10_B02_RT_509" "sciChem18" 1.22669796136397 4954 14 1.24582930696149e-122 5.23248308923826e-121 7.04281345565749 "Nutlin_0.1_BB11"
"A10_B02_RT_510" "A10_B02_RT_510" "sciChem18" 1.95122727806784 7880 284 0 0 266.574874371859 "Dex_100_BC09"
"A10_B02_RT_513" "A10_B02_RT_513" "sciChem18" 2.31200623037049 9337 239 0 0 212.008704061896 "BMS_1_AG05"
"A10_B02_RT_515" "A10_B02_RT_515" "sciChem18" 1.06648932571551 4307 17 6.70851640400237e-207 2.95174721776104e-205 12.5402542372881 "Nutlin_5_BB08"
"A10_B02_RT_517" "A10_B02_RT_517" "sciChem18" 0.261731882349963 1057 5 0.963971571166286 1 2.03141361256544 "BMS_0.1_AG07"
"A10_B02_RT_520" "A10_B02_RT_520" "sciChem18" 1.11626047836673 4508 81 0 0 93.2965425531915 "Nutlin_0_BA08"
"A10_B02_RT_521" "A10_B02_RT_521" "sciChem18" 2.51975745959624 10176 37 0 0 22.9256281407035 "SAHA_10_AF07"
"A10_B02_RT_528" "A10_B02_RT_528" "sciChem18" 1.14151748120466 4610 133 0 0 123.930653266332 "SAHA_0.1_AE07"
"A10_B02_RT_533" "A10_B02_RT_533" "sciChem18" 0.355083745780366 1434 2 1.70449863253104e-08 3.06809753855588e-07 1.00202634245187 "BMS_0.1_AH11"
"A10_B02_RT_535" "A10_B02_RT_535" "sciChem18" 6.60123959467139 26659 313 0 0 1.50765641981745 "SAHA_0.5_AE06"
"A10_B02_RT_538" "A10_B02_RT_538" "sciChem18" 1.25170734652702 5055 21 3.58507423954357e-246 1.64913415019004e-244 8.12936344969199 "Dex_10_BD07"
"A10_B02_RT_539" "A10_B02_RT_539" "sciChem18" 1.43890630873759 5811 79 0 0 74.8412060301508 "Nutlin_0.5_AB10"
"A10_B02_RT_541" "A10_B02_RT_541" "sciChem18" 1.25517399397537 5069 59 0 0 51.6474358974359 "SAHA_10_AE11"
"A10_B02_RT_542" "A10_B02_RT_542" "sciChem18" 1.13532703933262 4585 218 0 0 248.099099099099 "SAHA_0.1_BF03"
"A10_B02_RT_545" "A10_B02_RT_545" "sciChem18" 1.84128503042036 7436 124 0 0 39.8647326109752 "BMS_0.1_AH11"
"A10_B02_RT_546" "A10_B02_RT_546" "sciChem18" 1.16058404217055 4687 153 0 0 140.308542713568 "Dex_5_AC04"
"A10_B02_RT_547" "A10_B02_RT_547" "sciChem18" 3.36363849559309 13584 403 0 0 386.54472361809 "SAHA_50_BE02"
"A10_B02_RT_550" "A10_B02_RT_550" "sciChem18" 1.70880957435865 6901 148 0 0 138.810050251256 "BMS_0_BG08"
"A10_B02_RT_551" "A10_B02_RT_551" "sciChem18" 0.762414820960772 3079 44 0 0 37.0178759200841 "Dex_100_AC01"
"A10_B02_RT_557" "A10_B02_RT_557" "sciChem18" 1.91061797938724 7716 104 0 0 122.843710292249 "Nutlin_5_AB08"
"A10_B02_RT_558" "A10_B02_RT_558" "sciChem18" 1.15736501239709 4674 126 0 0 120.353768844221 "Dex_5_AD08"
"A10_B02_RT_565" "A10_B02_RT_565" "sciChem18" 3.06476396201087 12377 324 0 0 2.32213948399629 "SAHA_50_AE02"
"A10_B02_RT_566" "A10_B02_RT_566" "sciChem18" 1.82073276340518 7353 18 4.95659170825165e-115 1.98263668330066e-113 8.2252346193952 "Dex_10_AC11"
"A10_B02_RT_570" "A10_B02_RT_570" "sciChem18" 1.71797142832927 6938 101 0 0 35.1929484695854 "Dex_1_AD01"
"A10_B02_RT_571" "A10_B02_RT_571" "sciChem18" 0.303084034055208 1224 6 0.000161876119797332 0.00226626567716264 1.00614124872057 "BMS_0.5_AH10"
"A10_B02_RT_572" "A10_B02_RT_572" "sciChem18" 2.83646046576994 11455 337 0 0 313.95175879397 "SAHA_50_BF06"
"A10_B02_RT_574" "A10_B02_RT_574" "sciChem18" 0.744833966044171 3008 38 4.13080912305177e-36 1.56970746675967e-34 14.0360501567398 "Dex_0.1_BC07"
"A10_B02_RT_575" "A10_B02_RT_575" "sciChem18" 0.273122295394521 1103 6 4.01213634305877e-29 1.2838836297788e-27 1.00606673407482 "Dex_1_BC05"
"A10_B02_RT_577" "A10_B02_RT_577" "sciChem18" 0.354836128105484 1433 49 0 0 40.8646934460888 "Dex_100_AC09"
"A10_B02_RT_580" "A10_B02_RT_580" "sciChem18" 0.276093707493102 1115 66 0 0 62.0495156081808 "Dex_50_AC10"
"A10_B02_RT_583" "A10_B02_RT_583" "sciChem18" 1.71797142832927 6938 51 0 0 36.4874371859297 "BMS_0.1_AG07"
"A10_B02_RT_584" "A10_B02_RT_584" "sciChem18" 0.643558337017553 2599 81 0 0 36.5700218818381 "BMS_0.1_AG07"
"A10_B02_RT_585" "A10_B02_RT_585" "sciChem18" 1.5295343777443 6177 610 0 0 2.94591179587511 "SAHA_1_AE05"
"A10_B02_RT_586" "A10_B02_RT_586" "sciChem18" 3.77641715962089 15251 177 0 0 15.5576884422111 "SAHA_0.5_AE06"
"A10_B02_RT_593" "A10_B02_RT_593" "sciChem18" 1.79894240801559 7265 161 0 0 72.7718592964824 "BMS_0.5_AG06"
"A10_B02_RT_599" "A10_B02_RT_599" "sciChem18" 0.723043610654581 2920 16 0 0 8.09805924412666 "Dex_10_BD07"
"A10_B02_RT_604" "A10_B02_RT_604" "sciChem18" 0.334531478765184 1351 5 1.66258474089567e-20 4.4889788004183e-19 1.01020408163265 "Nutlin_1_BB01"
"A10_B02_RT_606" "A10_B02_RT_606" "sciChem18" 1.23511696230995 4988 28 0 0 11.6411075612354 "Nutlin_0.1_BA07"
"A10_B02_RT_613" "A10_B02_RT_613" "sciChem18" 0.70125325526499 2832 86 0 0 73.2212643678161 "Nutlin_0.1_AB11"
"A10_B02_RT_617" "A10_B02_RT_617" "sciChem18" 0.50959717490655 2058 3 8.78854676460376e-12 2.02136575585887e-10 1.00304259634888 "SAHA_50_AF06"
"A10_B02_RT_618" "A10_B02_RT_618" "sciChem18" 0.972889844610222 3929 7 9.70365577072794e-11 2.13480426956015e-09 1 NA
"A10_B02_RT_619" "A10_B02_RT_619" "sciChem18" 2.13916909330306 8639 102 0 0 98.2519596864502 "Dex_0.1_AD11"
"A10_B02_RT_622" "A10_B02_RT_622" "sciChem18" 2.05918858431626 8316 111 0 0 45.9175011921793 "Nutlin_0.5_AB02"
"A10_B02_RT_623" "A10_B02_RT_623" "sciChem18" 3.69024620876206 14903 40 7.12050860507394e-27 2.13615258152218e-25 1.41666666666667 "Nutlin_10_BB07"
"A10_B02_RT_626" "A10_B02_RT_626" "sciChem18" 0.771081439581631 3114 91 0 0 83.6341708542714 "Nutlin_0_BB04"
"A10_B02_RT_627" "A10_B02_RT_627" "sciChem18" 0.52693041214827 2128 54 0 0 24.087373167982 "Nutlin_0.5_BA06"
"A10_B02_RT_628" "A10_B02_RT_628" "sciChem18" 0.567539710828869 2292 120 0 0 58.8689839572193 "BMS_1_AH09"
"A10_B02_RT_629" "A10_B02_RT_629" "sciChem18" 1.09991771182454 4442 52 0 0 42.529648241206 "Dex_0.5_AD10"
"A10_B02_RT_630" "A10_B02_RT_630" "sciChem18" 2.90752673846099 11742 166 0 0 1.35296701069239 "BMS_0_AH04"
"A10_B02_RT_632" "A10_B02_RT_632" "sciChem18" 1.08332732760746 4375 99 0 0 114.992471769134 "Nutlin_1_AB01"
"A10_B02_RT_635" "A10_B02_RT_635" "sciChem18" 0.619787040228909 2503 3 8.67023155986893e-27 2.51436715236199e-25 1.00608519269777 "SAHA_0.1_AF11"
"A10_B02_RT_636" "A10_B02_RT_636" "sciChem18" 1.09645106437619 4428 19 5.48256594471958e-05 0.000877210551155133 10.3970741901776 "Dex_1_BC05"
"A10_B02_RT_638" "A10_B02_RT_638" "sciChem18" 1.51962967074903 6137 40 0 0 38.3885714285714 "Nutlin_5_BB08"
"A10_B02_RT_639" "A10_B02_RT_639" "sciChem18" 0.860471420213927 3475 90 0 0 41.3190954773869 "Nutlin_5_AA12"
"A10_B02_RT_640" "A10_B02_RT_640" "sciChem18" 0.917671103111601 3706 15 2.00910792808443e-34 7.43369933391239e-33 14.4352331606218 "Nutlin_10_BA03"
"A10_B02_RT_641" "A10_B02_RT_641" "sciChem18" 1.15117457052505 4649 35 0 0 13.6446991404011 "Dex_0.1_BD11"
"A10_B02_RT_645" "A10_B02_RT_645" "sciChem18" 1.32054506014414 5333 45 0 0 32.6834170854271 "Dex_0_BD12"
"A10_B02_RT_650" "A10_B02_RT_650" "sciChem18" 0.697538990141765 2817 85 0 0 98.1757575757576 "Dex_1_AD01"
"A10_B02_RT_656" "A10_B02_RT_656" "sciChem18" 0.724776934378752 2927 101 0 0 21.7004160887656 "SAHA_5_BE12"
"A10_B02_RT_659" "A10_B02_RT_659" "sciChem18" 0.557139768483838 2250 265 0 0 250.869346733668 "BMS_0.1_AH03"
"A10_B02_RT_660" "A10_B02_RT_660" "sciChem18" 1.46218237017647 5905 72 0 0 9.79832843213125 "Nutlin_1_AB01"
"A10_B02_RT_663" "A10_B02_RT_663" "sciChem18" 0.690110459895314 2787 90 0 0 80.2814070351759 "Nutlin_1_AB01"
"A10_B02_RT_666" "A10_B02_RT_666" "sciChem18" 1.25046925815261 5050 42 0 0 35.189926547744 "Nutlin_10_AA11"
"A10_B02_RT_667" "A10_B02_RT_667" "sciChem18" 0.292436474035294 1181 1 1 1 Inf "SAHA_1_BF09"
"A10_B02_RT_669" "A10_B02_RT_669" "sciChem18" 2.451167363654 9899 62 0 0 49.9239013933548 "Dex_10_BC11"
"A10_B02_RT_674" "A10_B02_RT_674" "sciChem18" 0.857252390440465 3462 67 0 0 67.3318965517241 "Dex_100_AC09"
"A10_B02_RT_677" "A10_B02_RT_677" "sciChem18" 0.455368904107457 1839 48 0 0 22.4158415841584 "Dex_0.5_AC06"
"A10_B02_RT_679" "A10_B02_RT_679" "sciChem18" 2.69655647946177 10890 49 0 0 22.8378870673953 "Dex_5_BD08"
"A10_B02_RT_691" "A10_B02_RT_691" "sciChem18" 2.0317030224044 8205 66 0 0 29.3911830357143 "Dex_0.5_AD02"
"A10_B02_RT_696" "A10_B02_RT_696" "sciChem18" 1.13111753885963 4568 161 0 0 182.184652278177 "SAHA_0_AF04"
"A10_B02_RT_697" "A10_B02_RT_697" "sciChem18" 0.98428025765478 3975 71 0 0 62.7145728643216 "Dex_0.1_AD03"
"A10_B02_RT_701" "A10_B02_RT_701" "sciChem18" 0.321655359671336 1299 5 0.0132318495904331 0.158782195085198 1.99489795918367 "Dex_1_AD01"
"A10_B02_RT_705" "A10_B02_RT_705" "sciChem18" 1.63303856584485 6595 112 0 0 64.1549935149157 "Dex_100_AC01"
"A10_B02_RT_707" "A10_B02_RT_707" "sciChem18" 0.286741267513015 1158 4 0.827693565615845 1 1.0124095139607 "Dex_0.1_AD03"
"A10_B02_RT_710" "A10_B02_RT_710" "sciChem18" 0.567044475479106 2290 5 0.334118342174 1 1.59798994974874 "SAHA_1_BF09"
"A10_B02_RT_711" "A10_B02_RT_711" "sciChem18" 0.410054869604105 1656 4 0.999999898177043 1 1 NA
"A10_B02_RT_720" "A10_B02_RT_720" "sciChem18" 1.58079123644481 6384 31 0 0 21.6109958506224 "Dex_0.1_BD11"
"A10_B02_RT_725" "A10_B02_RT_725" "sciChem18" 2.24440660512778 9064 126 0 0 2.66101466828152 "Dex_0.5_BC06"
"A10_B02_RT_727" "A10_B02_RT_727" "sciChem18" 0.261731882349963 1057 12 2.61042867307423e-18 6.78711454999301e-17 1.93896236012208 "Dex_1_AD01"
"A10_B02_RT_729" "A10_B02_RT_729" "sciChem18" 0.329826742942432 1332 2 9.06614169916282e-47 3.5357952626735e-45 1.01017293997965 "Dex_0.5_AD02"
"A10_B02_RT_731" "A10_B02_RT_731" "sciChem18" 1.73579990092076 7010 87 0 0 43.8286915396742 "SAHA_0.5_AF02"
"A10_B02_RT_734" "A10_B02_RT_734" "sciChem18" 1.07490832666148 4341 49 0 0 45.9507537688442 "Dex_0.1_AC07"
"A10_B02_RT_737" "A10_B02_RT_737" "sciChem18" 0.353598039731076 1428 15 0.000721601760462532 0.00938082288601291 6.18652849740933 "Nutlin_10_BB07"
"A10_B02_RT_738" "A10_B02_RT_738" "sciChem18" 1.0895177694795 4400 154 0 0 147.916582914573 "Nutlin_10_AB07"
"A10_B02_RT_741" "A10_B02_RT_741" "sciChem18" 0.912223514264204 3684 63 0 0 52.244635193133 "Dex_0.1_AC07"
"A10_B02_RT_742" "A10_B02_RT_742" "sciChem18" 0.260493793975554 1052 8 0.830881244903522 1 1.00823892893924 "SAHA_50_AF06"
"A10_B02_RT_743" "A10_B02_RT_743" "sciChem18" 0.927823427781751 3747 61 0 0 27.8123962368567 "Dex_5_BC12"
"A10_B02_RT_746" "A10_B02_RT_746" "sciChem18" 4.03542524754716 16297 101 0 0 5.38256363359244 "BMS_0.1_AG07"
"A10_B02_RT_752" "A10_B02_RT_752" "sciChem18" 0.285750796813488 1154 6 0.50905064137576 1 1.02502606882169 "SAHA_10_BF07"
"A10_B02_RT_757" "A10_B02_RT_757" "sciChem18" 1.25319305257631 5061 312 0 0 123.57495256167 "BMS_0.5_BH02"
"A10_B02_RT_758" "A10_B02_RT_758" "sciChem18" 0.326360095494088 1318 4 1.49078868989361e-29 4.9196026766489e-28 1.00405268490375 "BMS_0_AH12"
"A10_B02_RT_761" "A10_B02_RT_761" "sciChem18" 3.5218661898425 14223 321 0 0 1.58585253212529 "SAHA_1_AE05"
"A10_B02_RT_762" "A10_B02_RT_762" "sciChem18" 1.86629441558342 7537 28 0 0 10.0398335315101 "SAHA_10_BE11"
"A10_B02_RT_763" "A10_B02_RT_763" "sciChem18" 1.35149726950435 5458 120 0 0 127.222857142857 "Dex_5_AC12"
"A10_B02_RT_764" "A10_B02_RT_764" "sciChem18" 3.00954522051225 12154 50 0 0 43.1538461538462 "BMS_0.5_BH02"
"A10_B02_RT_766" "A10_B02_RT_766" "sciChem18" 2.09831217694757 8474 154 0 0 1.62025163319623 "SAHA_0.5_AE06"
"A11_A01_RT_384" "A11_A01_RT_384" "sciChem18" 0.570015887577686 2302 33 0 0 31.7200772200772 "Dex_1_AD09"
"A11_A01_RT_390" "A11_A01_RT_390" "sciChem18" 1.99604607722143 8061 89 0 0 5.64096984768418 "Dex_0_AD12"
"A11_A01_RT_393" "A11_A01_RT_393" "sciChem18" 2.26892075494107 9163 222 0 0 2.26054622387486 "SAHA_1_AE05"
"A11_A01_RT_396" "A11_A01_RT_396" "sciChem18" 1.7920091131189 7237 22 1.58977254083827e-05 6.35909016335306e-05 5.26014319809069 "SAHA_5_BF08"
"A11_A01_RT_398" "A11_A01_RT_398" "sciChem18" 1.23090746183696 4971 150 0 0 194.758104738155 "Nutlin_10_AA03"
"A11_A01_RT_400" "A11_A01_RT_400" "sciChem18" 2.79684163778887 11295 75 0 0 3.6634328358209 "Dex_10_AC11"
"A11_A01_RT_402" "A11_A01_RT_402" "sciChem18" 2.32562520248898 9392 23 0 0 12.4791666666667 "SAHA_0.5_BE06"
"A11_A01_RT_404" "A11_A01_RT_404" "sciChem18" 0.330817213641959 1336 15 0 0 4.67738883632923 "Dex_10_BC03"
"A11_A01_RT_405" "A11_A01_RT_405" "sciChem18" 1.03528949868041 4181 47 0 0 2.84020618556701 "BMS_5_AH08"
"A11_A01_RT_406" "A11_A01_RT_406" "sciChem18" 0.490778231615541 1982 54 0 0 45.7059891107078 "Dex_0.5_AD02"
"A11_A01_RT_422" "A11_A01_RT_422" "sciChem18" 0.959023254816846 3873 34 0 0 28.8765880217786 "Dex_0.5_BC06"
"A11_A01_RT_424" "A11_A01_RT_424" "sciChem18" 2.74409907303906 11082 228 0 0 108.879310344828 "SAHA_50_AE10"
"A11_A01_RT_429" "A11_A01_RT_429" "sciChem18" 1.19599336967864 4830 61 0 0 28.3010204081633 "SAHA_0_AF12"
"A11_A01_RT_434" "A11_A01_RT_434" "sciChem18" 4.54576527547835 18358 122 0 0 1.4810548401695 "Nutlin_1_BA05"
"A11_A01_RT_441" "A11_A01_RT_441" "sciChem18" 3.05584972571513 12341 46 0 0 38.7495462794918 "BMS_0.5_BG06"
"A11_A01_RT_446" "A11_A01_RT_446" "sciChem18" 0.248112910231469 1002 2 9.53610105472335e-47 1.04897111601957e-45 1.00364298724954 "BMS_0.5_AG06"
"A11_A01_RT_447" "A11_A01_RT_447" "sciChem18" 1.37526856629299 5554 44 0 0 38.6805807622505 "SAHA_1_BF01"
"A11_A01_RT_449" "A11_A01_RT_449" "sciChem18" 2.58562376111477 10442 20 1.34154422019696e-06 6.70772110098482e-06 16 "SAHA_10_BE11"
"A11_A01_RT_452" "A11_A01_RT_452" "sciChem18" 0.953328048294567 3850 14 2.91868785083276e-136 4.08616299116586e-135 10.1564245810056 "Dex_1_BD09"
"A11_A01_RT_454" "A11_A01_RT_454" "sciChem18" 0.825557328055607 3334 89 0 0 82.6769509981851 "Dex_50_AD06"
"A11_A01_RT_455" "A11_A01_RT_455" "sciChem18" 3.4488189757524 13928 237 0 0 2.51471041756615 "SAHA_100_BE01"
"A11_A01_RT_456" "A11_A01_RT_456" "sciChem18" 1.34010685645979 5412 11 0 0 7.98003629764065 "Nutlin_10_BB07"
"A11_A01_RT_458" "A11_A01_RT_458" "sciChem18" 2.04061725870014 8241 87 0 0 81.6842105263158 "SAHA_0.5_AF10"
"A11_A01_RT_460" "A11_A01_RT_460" "sciChem18" 1.16107927752032 4689 41 0 0 28.8511796733212 "Nutlin_0.1_BB03"
"A11_A01_RT_462" "A11_A01_RT_462" "sciChem18" 1.18064107383597 4768 53 0 0 52.0441767068273 "SAHA_0_BF04"
"A11_A01_RT_466" "A11_A01_RT_466" "sciChem18" 0.780490911227136 3152 67 0 0 63.513611615245 "Dex_10_AC11"
"A11_A01_RT_469" "A11_A01_RT_469" "sciChem18" 1.0719369145629 4329 51 0 0 44.5372050816697 "Dex_5_AC04"
"A11_A01_RT_473" "A11_A01_RT_473" "sciChem18" 0.888947452825323 3590 51 0 0 46.6297640653358 "SAHA_1_BF01"
"A11_A01_RT_474" "A11_A01_RT_474" "sciChem18" 0.913461602638612 3689 10 4.10219834530629e-25 2.8715388417144e-24 2 "SAHA_0.5_BF10"
"A11_A01_RT_480" "A11_A01_RT_480" "sciChem18" 2.68095656594423 10827 106 0 0 1.05572495807288 "BMS_0.5_AH10"
"A11_A01_RT_481" "A11_A01_RT_481" "sciChem18" 1.57608650062206 6365 107 0 0 6.87598981900453 "SAHA_100_E09"
"A11_A01_RT_483" "A11_A01_RT_483" "sciChem18" 1.15166980587481 4651 11 3.7578162165355e-19 2.2546897299213e-18 1.56238185255198 "SAHA_5_BF08"
"A11_A01_RT_485" "A11_A01_RT_485" "sciChem18" 1.69469536689039 6844 29 0 0 13.5625 "BMS_0.1_BH03"
"A11_A01_RT_487" "A11_A01_RT_487" "sciChem18" 1.86208491511043 7520 52 0 0 41.9056261343013 "BMS_0.5_AH02"
