id gene_short_name
ENSMUSG00000087501.1 Gm12116
ENSMUSG00000087502.1 Gm16091
ENSMUSG00000087504.1 Gm13658
ENSMUSG00000087505.1 Gm15241
ENSMUSG00000087507.1 Gm16141
ENSMUSG00000087508.1 Gm14174
ENSMUSG00000087510.1 1700112K13Rik
ENSMUSG00000087512.2 Gm11985
ENSMUSG00000087513.1 Gm13236
ENSMUSG00000087514.1 Gm16076
ENSMUSG00000087515.1 Gm13554
ENSMUSG00000087516.7 Tbx3os1
ENSMUSG00000087517.1 4930577H14Rik
ENSMUSG00000087518.1 Gm13561
ENSMUSG00000087519.8 AV039307
ENSMUSG00000087520.2 Gm14389
ENSMUSG00000087521.1 AI646519
ENSMUSG00000087522.3 Gm371
ENSMUSG00000087523.1 Gm12319
ENSMUSG00000087524.1 Gm14285
ENSMUSG00000087525.1 Gm13062
ENSMUSG00000087526.2 Gm15738
ENSMUSG00000087527.1 Gm13656
ENSMUSG00000087528.1 9830144P21Rik
ENSMUSG00000087530.2 Gm15533
ENSMUSG00000087531.7 Gm15606
ENSMUSG00000087532.1 Gm15938
ENSMUSG00000087534.1 Gm11418
ENSMUSG00000087535.2 Zmiz1os1
ENSMUSG00000087536.1 Gm14246
ENSMUSG00000087537.1 Gm13799
ENSMUSG00000087538.1 Gm16341
ENSMUSG00000087539.1 Gm13584
ENSMUSG00000087540.1 Gm11412
ENSMUSG00000087541.1 Hopxos
ENSMUSG00000087542.1 Gm15878
ENSMUSG00000087543.1 Gm16576
ENSMUSG00000087544.1 Gm13923
ENSMUSG00000087545.1 Gm13966
ENSMUSG00000087547.1 Platr27
ENSMUSG00000087549.1 Gm13427
ENSMUSG00000087550.1 Gm14343
ENSMUSG00000087552.2 Gm15819
ENSMUSG00000087553.1 5730412P04Rik
ENSMUSG00000087554.1 Gm15646
ENSMUSG00000087555.1 Gm13997
ENSMUSG00000087556.1 Gm15764
ENSMUSG00000087557.1 Gm15869
ENSMUSG00000087559.1 Gm13802
ENSMUSG00000087561.7 Gm11608
ENSMUSG00000087563.1 Gm14205
ENSMUSG00000087564.1 Gm11817
ENSMUSG00000087565.1 Gm14662
ENSMUSG00000087568.1 Maats1os
ENSMUSG00000087569.1 Gm8464
ENSMUSG00000087570.1 Gm13647
ENSMUSG00000087571.1 Gm15202
ENSMUSG00000087574.1 C030037D09Rik
ENSMUSG00000087575.7 Gm12976
ENSMUSG00000087577.1 Gm13299
ENSMUSG00000087578.1 Ccdc142os
ENSMUSG00000087579.7 Hectd2os
ENSMUSG00000087581.1 Gm11571
ENSMUSG00000087582.6 Ighv6-7
ENSMUSG00000087584.1 Gm14457
ENSMUSG00000087585.1 Gm14100
ENSMUSG00000087586.1 Gm6938
ENSMUSG00000087587.1 Gm15245
ENSMUSG00000087588.1 Gm16355
ENSMUSG00000087589.3 D430040D24Rik
ENSMUSG00000087590.2 Epb41l4aos
ENSMUSG00000087591.7 Gm14635
ENSMUSG00000087592.1 Gm11184
ENSMUSG00000087593.1 Gm16174
ENSMUSG00000087594.1 BC039771
ENSMUSG00000087595.1 1810012K08Rik
ENSMUSG00000087596.1 Gm11715
ENSMUSG00000087597.1 Gm15345
ENSMUSG00000087598.9 Zfp111
ENSMUSG00000087600.1 Pmepa1os
ENSMUSG00000087601.3 Uchl1os
ENSMUSG00000087602.1 Gm12753
ENSMUSG00000087603.1 Gm11339
ENSMUSG00000087604.7 Cdrt4os1
ENSMUSG00000087605.1 Gm15742
ENSMUSG00000087606.1 Gm16121
ENSMUSG00000087607.1 Gm16034
ENSMUSG00000087608.1 Gm12914
ENSMUSG00000087609.1 4930442J19Rik
ENSMUSG00000087610.1 Gm16253
ENSMUSG00000087611.1 4930458D05Rik
ENSMUSG00000087612.1 A230005M16Rik
ENSMUSG00000087613.1 Gm13855
ENSMUSG00000087614.1 Gm12514
ENSMUSG00000087615.1 Pnpla1os
ENSMUSG00000087616.1 Gm14257
ENSMUSG00000087617.1 Gm14268
ENSMUSG00000087618.1 Gm14114
ENSMUSG00000087620.7 5330434G04Rik
ENSMUSG00000087621.7 1700003G18Rik
ENSMUSG00000087622.1 Gm12290
ENSMUSG00000087623.1 Gm12404
ENSMUSG00000087624.1 9230111E07Rik
ENSMUSG00000087625.1 4930419G24Rik
ENSMUSG00000087626.1 Gm15050
ENSMUSG00000087627.2 A230059L01Rik
ENSMUSG00000087628.1 Gm13028
ENSMUSG00000087629.1 Gm12246
ENSMUSG00000087630.1 Gm11513
ENSMUSG00000087632.1 Gm6058
ENSMUSG00000087633.1 Gm14455
ENSMUSG00000087635.3 Gm13414
ENSMUSG00000087636.1 Gm4660
ENSMUSG00000087637.1 Gm11986
ENSMUSG00000087638.1 Gm11773
ENSMUSG00000087639.1 Gm15512
ENSMUSG00000087640.1 Gm14798
ENSMUSG00000087641.1 Gm12811
ENSMUSG00000087642.3 Ighe
ENSMUSG00000087643.1 Gm11314
ENSMUSG00000087644.1 Gm14703
ENSMUSG00000087646.1 Gm1667
ENSMUSG00000087647.2 Gm15407
ENSMUSG00000087648.1 E130018N17Rik
ENSMUSG00000087649.2 Gm21979
ENSMUSG00000087651.3 1500009L16Rik
ENSMUSG00000087652.1 Gm15918
ENSMUSG00000087654.1 Gm12256
ENSMUSG00000087657.8 Gm16764
ENSMUSG00000087658.2 Hotairm1
ENSMUSG00000087659.7 Gm12606
ENSMUSG00000087660.1 B230398E01Rik
ENSMUSG00000087662.2 Gm11373
ENSMUSG00000087663.1 Defa-ps3
ENSMUSG00000087666.3 B230359F08Rik
ENSMUSG00000087667.8 Gm13381
ENSMUSG00000087668.1 Gm11186
ENSMUSG00000087669.1 Gm11724
ENSMUSG00000087670.1 9530036M11Rik
ENSMUSG00000087672.1 Gm15122
ENSMUSG00000087674.7 4930447M23Rik
ENSMUSG00000087675.1 Gm11762
ENSMUSG00000087677.1 Gm15226
ENSMUSG00000087678.1 Gm14120
ENSMUSG00000087679.2 Tmem250-ps
ENSMUSG00000087681.1 Gm13565
ENSMUSG00000087682.1 Gm14003
ENSMUSG00000087683.1 Gm11712
ENSMUSG00000087684.1 1200007C13Rik
ENSMUSG00000087685.1 1700122E12Rik
ENSMUSG00000087687.3 Pet100
ENSMUSG00000087688.1 Gm11300
ENSMUSG00000087689.1 Gm15845
ENSMUSG00000087690.1 Gm16031
ENSMUSG00000087691.1 Gm15674
ENSMUSG00000087692.1 Gm11940
ENSMUSG00000087693.1 Gm16191
ENSMUSG00000087694.8 A530058N18Rik
ENSMUSG00000087695.1 Gm16291
ENSMUSG00000087698.1 Gm13031
ENSMUSG00000087700.2 Gm15283
ENSMUSG00000087701.4 Gm13493
ENSMUSG00000087702.1 Gm13575
ENSMUSG00000087703.1 Gm15650
ENSMUSG00000087704.1 Gm14978
ENSMUSG00000087707.1 Gm22999
ENSMUSG00000087708.1 Gm23000
ENSMUSG00000087710.1 Gm22235
ENSMUSG00000087712.1 Gm25828
ENSMUSG00000087714.1 Gm25827
ENSMUSG00000087715.1 Gm25826
ENSMUSG00000087716.2 Gm25825
ENSMUSG00000087717.1 Gm25824
ENSMUSG00000087718.1 Gm22236
ENSMUSG00000087719.1 Gm26464
ENSMUSG00000087720.1 Gm26279
ENSMUSG00000087721.1 Gm26280
ENSMUSG00000087722.1 Gm26277
ENSMUSG00000087723.1 Gm26278
ENSMUSG00000087724.1 Gm26276
ENSMUSG00000087726.1 Gm26275
ENSMUSG00000087728.1 Gm26274
ENSMUSG00000087730.1 Gm24650
ENSMUSG00000087731.1 Gm24649
ENSMUSG00000087732.1 Gm24651
ENSMUSG00000087734.1 Gm24646
ENSMUSG00000087736.1 Gm24648
ENSMUSG00000087737.1 Gm24647
ENSMUSG00000087739.1 Gm24644
ENSMUSG00000087741.1 Gm23827
ENSMUSG00000087742.1 Gm25152
ENSMUSG00000087743.1 Gm25153
ENSMUSG00000087744.1 Gm25149
ENSMUSG00000087746.1 Gm25150
ENSMUSG00000087747.1 Gm25151
ENSMUSG00000087748.1 Gm25154
ENSMUSG00000087750.1 Gm23468
ENSMUSG00000087752.1 Gm23467
ENSMUSG00000087754.1 Gm23470
ENSMUSG00000087756.1 Gm23469
ENSMUSG00000087758.1 Gm23466
ENSMUSG00000087759.1 Gm23465
ENSMUSG00000087760.1 Gm23980
ENSMUSG00000087761.1 Gm23981
ENSMUSG00000087764.1 Gm23984
ENSMUSG00000087765.1 Gm23985
ENSMUSG00000087766.1 Gm23982
ENSMUSG00000087767.1 Gm23983
ENSMUSG00000087768.1 Gm22755
ENSMUSG00000087769.1 Gm23986
ENSMUSG00000087772.1 Gm22319
ENSMUSG00000087774.1 Gm22320
ENSMUSG00000087775.1 Rprl2
ENSMUSG00000087776.1 Gm22322
ENSMUSG00000087777.1 Gm22321
ENSMUSG00000087779.1 Gm23765
ENSMUSG00000087780.1 Gm23167
ENSMUSG00000087781.1 Gm23168
ENSMUSG00000087782.1 Gm23169
ENSMUSG00000087783.1 Gm23170
ENSMUSG00000087784.1 Gm23171
ENSMUSG00000087785.1 Gm23172
ENSMUSG00000087786.1 Gm23173
ENSMUSG00000087789.1 Gm23166
ENSMUSG00000087790.1 Gm25970
ENSMUSG00000087791.1 Gm25969
ENSMUSG00000087792.1 Gm25968
ENSMUSG00000087793.1 Gm25967
ENSMUSG00000087794.1 Gm25966
ENSMUSG00000087795.1 Gm25965
ENSMUSG00000087796.1 Gm25964
ENSMUSG00000087798.1 Gm25962
ENSMUSG00000087799.1 Gm25961
ENSMUSG00000087800.1 Gm25569
ENSMUSG00000087801.1 Gm25980
ENSMUSG00000087802.1 Gm25979
ENSMUSG00000087804.1 Gm23434
ENSMUSG00000087805.2 Gm27926
ENSMUSG00000087806.1 Gm23432
ENSMUSG00000087807.1 Gm25559
ENSMUSG00000087808.1 Gm23435
ENSMUSG00000087810.1 Gm25113
ENSMUSG00000087812.1 Gm25115
ENSMUSG00000087813.1 Gm22490
ENSMUSG00000087815.1 Gm22491
ENSMUSG00000087816.1 Gm25116
ENSMUSG00000087817.1 Gm22492
ENSMUSG00000087819.1 Gm25117
ENSMUSG00000087820.1 Mir1928
ENSMUSG00000087823.1 Gm22281
ENSMUSG00000087825.1 Gm22279
ENSMUSG00000087829.1 Gm22277
ENSMUSG00000087830.1 Gm22820
ENSMUSG00000087831.1 Gm23960
ENSMUSG00000087832.1 Gm23958
ENSMUSG00000087833.1 Gm23959
ENSMUSG00000087834.1 Gm23957
ENSMUSG00000087835.1 Gm24481
ENSMUSG00000087836.1 Gm23956
ENSMUSG00000087838.1 Gm23954
ENSMUSG00000087839.1 Gm23955
ENSMUSG00000087841.1 Gm25623
ENSMUSG00000087842.1 Gm25622
ENSMUSG00000087843.1 Gm23314
ENSMUSG00000087844.1 Mir1958
ENSMUSG00000087845.2 Gm25505
ENSMUSG00000087846.1 Gm25625
ENSMUSG00000087847.1 Gm25624
ENSMUSG00000087848.1 Gm25621
ENSMUSG00000087850.1 Gm22792
ENSMUSG00000087852.1 Gm22793
ENSMUSG00000087853.1 Gm22794
ENSMUSG00000087854.1 Gm22790
ENSMUSG00000087855.1 Mir432
ENSMUSG00000087857.1 Gm22791
ENSMUSG00000087858.1 Gm22795
ENSMUSG00000087859.1 Gm22796
ENSMUSG00000087860.1 Gm24441
ENSMUSG00000087861.1 Gm24440
ENSMUSG00000087862.1 Gm23048
ENSMUSG00000087863.1 Gm24442
ENSMUSG00000087867.1 Gm24443
ENSMUSG00000087869.1 Gm24444
ENSMUSG00000087870.1 Gm26100
ENSMUSG00000087871.1 Gm26101
ENSMUSG00000087872.1 Gm26098
ENSMUSG00000087873.1 Gm26099
ENSMUSG00000087875.1 Gm26104
ENSMUSG00000087876.1 Gm26102
ENSMUSG00000087877.1 Gm26103
ENSMUSG00000087878.1 Gm26105
ENSMUSG00000087879.1 Gm26106
ENSMUSG00000087880.1 Gm23605
ENSMUSG00000087881.1 Gm22442
ENSMUSG00000087883.1 Gm23602
ENSMUSG00000087884.1 Gm23601
ENSMUSG00000087885.1 Gm23600
ENSMUSG00000087886.1 Gm23599
ENSMUSG00000087887.1 Gm23598
ENSMUSG00000087890.1 Gm24868
ENSMUSG00000087891.1 Gm25277
ENSMUSG00000087892.1 Gm25278
ENSMUSG00000087893.1 Gm23441
ENSMUSG00000087894.1 Gm25280
ENSMUSG00000087895.1 Gm25281
ENSMUSG00000087896.1 Gm25282
ENSMUSG00000087897.1 Gm25283
ENSMUSG00000087898.1 Gm25271
ENSMUSG00000087899.1 Mir1942
ENSMUSG00000087902.1 Gm22038
ENSMUSG00000087903.1 Gm22039
ENSMUSG00000087904.1 Gm22036
ENSMUSG00000087905.1 Gm22037
ENSMUSG00000087908.1 Gm22034
ENSMUSG00000087909.1 Gm22035
ENSMUSG00000087910.1 Gm24914
ENSMUSG00000087911.1 Gm24913
ENSMUSG00000087912.1 Gm24916
ENSMUSG00000087913.1 Gm24915
ENSMUSG00000087914.1 Gm24910
ENSMUSG00000087915.1 Gm24909
ENSMUSG00000087916.1 Gm24912
ENSMUSG00000087917.1 Gm24911
ENSMUSG00000087919.1 Gm24908
ENSMUSG00000087921.1 Gm23228
ENSMUSG00000087922.1 Gm23229
ENSMUSG00000087923.1 Gm23230
ENSMUSG00000087924.1 Gm23231
ENSMUSG00000087925.1 Gm23232
ENSMUSG00000087926.1 Gm23233
ENSMUSG00000087929.1 Gm23234
ENSMUSG00000087930.1 Gm26048
ENSMUSG00000087932.1 Mir1971
ENSMUSG00000087933.1 Gm26047
ENSMUSG00000087935.1 Snora81
ENSMUSG00000087936.1 Gm23675
ENSMUSG00000087937.1 Gm26046
ENSMUSG00000087938.1 Gm26049
ENSMUSG00000087939.1 Gm23676
ENSMUSG00000087940.1 Gm24246
ENSMUSG00000087941.2 Gm27635
ENSMUSG00000087942.1 Gm24244
ENSMUSG00000087943.1 Gm24245
ENSMUSG00000087945.1 Gm24250
ENSMUSG00000087946.1 Gm24248
ENSMUSG00000087947.1 Gm24249
ENSMUSG00000087949.1 Gm24251
ENSMUSG00000087950.1 Mir1948
ENSMUSG00000087951.1 Gm22558
ENSMUSG00000087954.1 Gm22559
ENSMUSG00000087956.1 Gm22561
ENSMUSG00000087957.1 Gm22560
ENSMUSG00000087958.1 Gm22563
ENSMUSG00000087959.1 Gm22562
ENSMUSG00000087960.1 Gm25392
ENSMUSG00000087961.1 Gm25393
ENSMUSG00000087963.1 Gm25394
ENSMUSG00000087964.1 Gm25388
ENSMUSG00000087965.1 Gm25389
ENSMUSG00000087966.1 Gm25390
ENSMUSG00000087967.1 Gm25391
ENSMUSG00000087968.1 Gm25395
ENSMUSG00000087973.1 Gm23716
ENSMUSG00000087975.1 Gm23718
ENSMUSG00000087979.1 Gm23715
ENSMUSG00000087980.1 Gm22226
ENSMUSG00000087981.1 Gm22227
ENSMUSG00000087982.1 Gm22224
ENSMUSG00000087983.1 Gm22225
ENSMUSG00000087985.1 Gm22223
ENSMUSG00000087987.1 Gm22221
ENSMUSG00000087989.1 Gm22228
ENSMUSG00000087990.2 Gm25058
ENSMUSG00000087991.1 Gm25057
ENSMUSG00000087992.1 Gm25059
ENSMUSG00000087993.1 Mir1982
ENSMUSG00000087994.1 Gm25055
ENSMUSG00000087995.1 Gm25054
ENSMUSG00000087997.1 Gm25056
ENSMUSG00000087999.1 Gm25060
ENSMUSG00000088000.1 Gm25493
ENSMUSG00000088001.1 Gm22883
ENSMUSG00000088002.1 Gm24775
ENSMUSG00000088004.1 Gm24786
ENSMUSG00000088005.1 Gm24787
ENSMUSG00000088008.1 Gm25492
ENSMUSG00000088009.1 Gm24774
ENSMUSG00000088010.1 Gm23740
ENSMUSG00000088014.1 Gm23743
ENSMUSG00000088015.1 Mir1932
ENSMUSG00000088016.1 Gm23830
ENSMUSG00000088017.1 Gm23829
ENSMUSG00000088018.1 Gm23390
ENSMUSG00000088019.1 Gm23826
ENSMUSG00000088020.1 Gm22762
ENSMUSG00000088021.1 Gm22145
ENSMUSG00000088022.1 Gm22146
ENSMUSG00000088025.1 Rprl3
ENSMUSG00000088026.1 Gm22143
ENSMUSG00000088027.1 Gm22144
ENSMUSG00000088028.1 Gm22141
ENSMUSG00000088030.1 Gm24991
ENSMUSG00000088031.1 Gm24990
ENSMUSG00000088036.1 Gm24993
ENSMUSG00000088037.1 Gm24992
ENSMUSG00000088039.1 Gm24994
ENSMUSG00000088040.1 Gm23329
ENSMUSG00000088041.1 Gm25261
ENSMUSG00000088043.1 Gm23328
ENSMUSG00000088044.1 Gm23326
ENSMUSG00000088045.1 Gm23327
ENSMUSG00000088046.1 Gm23324
ENSMUSG00000088047.1 Gm23325
ENSMUSG00000088048.1 Gm23331
ENSMUSG00000088049.1 Gm23332
ENSMUSG00000088050.1 Gm26151
ENSMUSG00000088051.1 Gm26150
ENSMUSG00000088052.1 Gm26152
ENSMUSG00000088054.1 Mir1968
ENSMUSG00000088055.1 Gm26148
ENSMUSG00000088056.1 Gm24262
ENSMUSG00000088057.1 Gm26149
ENSMUSG00000088058.1 Gm26153
ENSMUSG00000088059.1 Mir1949
ENSMUSG00000088060.1 Gm24475
ENSMUSG00000088062.1 Gm24476
ENSMUSG00000088063.1 Gm24477
ENSMUSG00000088064.1 Gm24478
ENSMUSG00000088066.1 Gm23253
ENSMUSG00000088067.1 Gm24480
ENSMUSG00000088068.1 Gm24474
ENSMUSG00000088069.1 Gm23250
ENSMUSG00000088070.1 Gm22819
ENSMUSG00000088071.1 Gm22818
ENSMUSG00000088073.1 Gm22817
ENSMUSG00000088075.1 Gm22816
ENSMUSG00000088076.1 Gm22815
ENSMUSG00000088077.1 Gm22814
ENSMUSG00000088083.1 Gm25339
ENSMUSG00000088084.1 Gm25342
ENSMUSG00000088085.1 Gm25343
ENSMUSG00000088086.1 Gm25341
ENSMUSG00000088088.1 Rmrp
ENSMUSG00000088090.1 Gm23668
ENSMUSG00000088091.1 Gm23667
ENSMUSG00000088093.1 Gm22811
ENSMUSG00000088094.1 Gm23670
ENSMUSG00000088095.1 Gm23669
ENSMUSG00000088096.1 Gm23672
ENSMUSG00000088097.1 Gm23671
ENSMUSG00000088098.1 Gm23674
ENSMUSG00000088099.1 Gm23673
ENSMUSG00000088102.1 Gm24113
ENSMUSG00000088103.1 Gm23993
ENSMUSG00000088104.1 Gm22380
ENSMUSG00000088105.1 Gm22379
ENSMUSG00000088106.1 Gm22378
ENSMUSG00000088108.1 Snora47
ENSMUSG00000088111.1 Gm24064
ENSMUSG00000088112.1 Gm24065
ENSMUSG00000088113.1 Mir1960
ENSMUSG00000088114.1 Gm24061
ENSMUSG00000088115.1 Gm24062
ENSMUSG00000088116.1 Gm24063
ENSMUSG00000088118.1 Gm24059
ENSMUSG00000088119.1 Gm24060
ENSMUSG00000088121.1 Gm25721
ENSMUSG00000088122.2 Gm26069
ENSMUSG00000088123.1 Gm25722
ENSMUSG00000088124.1 Gm22867
ENSMUSG00000088125.1 Gm26070
ENSMUSG00000088126.1 Gm22870
ENSMUSG00000088128.1 Gm25720
ENSMUSG00000088132.1 Gm22586
ENSMUSG00000088133.1 Gm22895
ENSMUSG00000088134.1 Gm22310
ENSMUSG00000088135.1 Gm22588
ENSMUSG00000088136.1 Gm22587
ENSMUSG00000088138.1 Gm22894
ENSMUSG00000088139.2 Gm27343
ENSMUSG00000088141.1 Mir1962
ENSMUSG00000088143.1 Gm24720
ENSMUSG00000088144.1 Gm24559
ENSMUSG00000088145.1 Gm24719
ENSMUSG00000088146.1 Gm24718
ENSMUSG00000088147.1 Gm24717
ENSMUSG00000088148.1 Mir1983
ENSMUSG00000088149.1 Gm24716
ENSMUSG00000088150.1 Gm26346
ENSMUSG00000088151.1 Gm26347
ENSMUSG00000088152.1 Gm25572
ENSMUSG00000088153.1 Gm26348
ENSMUSG00000088154.1 Gm25637
ENSMUSG00000088155.1 Gm26349
ENSMUSG00000088156.1 Gm26350
ENSMUSG00000088157.1 Gm26351
ENSMUSG00000088158.1 Scarna3b
ENSMUSG00000088159.1 Gm26345
ENSMUSG00000088160.1 Gm23538
ENSMUSG00000088161.1 Gm23537
ENSMUSG00000088162.1 Gm23539
ENSMUSG00000088164.1 Gm23534
ENSMUSG00000088165.1 Gm23533
ENSMUSG00000088166.1 Gm23536
ENSMUSG00000088167.1 Gm23535
ENSMUSG00000088168.1 Gm23540
ENSMUSG00000088169.1 Gm22059
ENSMUSG00000088170.1 Gm25219
ENSMUSG00000088171.1 Gm25220
ENSMUSG00000088172.1 Gm25217
ENSMUSG00000088175.1 Gm23101
ENSMUSG00000088176.1 Gm23094
ENSMUSG00000088177.1 Gm23098
ENSMUSG00000088179.1 Gm23106
ENSMUSG00000088180.1 Gm22218
ENSMUSG00000088181.1 Gm22217
ENSMUSG00000088182.1 Gm22216
ENSMUSG00000088183.1 Gm22215
ENSMUSG00000088184.1 Gm23137
ENSMUSG00000088185.1 Scarna2
ENSMUSG00000088187.1 Gm22219
ENSMUSG00000088188.1 Gm22214
ENSMUSG00000088189.1 Gm22213
ENSMUSG00000088191.1 Gm23903
ENSMUSG00000088192.1 Gm23904
ENSMUSG00000088193.1 Gm23905
ENSMUSG00000088194.1 Gm23900
ENSMUSG00000088195.1 Gm23901
ENSMUSG00000088196.1 Gm23902
ENSMUSG00000088197.1 Gm24138
ENSMUSG00000088198.1 Gm23906
ENSMUSG00000088200.1 Gm23753
ENSMUSG00000088201.1 Gm23754
ENSMUSG00000088203.1 Gm23755
ENSMUSG00000088204.1 Gm23391
ENSMUSG00000088205.1 Gm23392
ENSMUSG00000088207.1 Gm23756
ENSMUSG00000088208.1 Gm23751
ENSMUSG00000088209.1 Gm23752
ENSMUSG00000088210.1 Gm22084
ENSMUSG00000088211.1 Gm22083
ENSMUSG00000088212.1 Gm22082
ENSMUSG00000088213.1 Gm22390
ENSMUSG00000088216.1 Gm22080
ENSMUSG00000088217.1 Gm22079
ENSMUSG00000088218.1 Gm22078
ENSMUSG00000088219.1 Gm22077
ENSMUSG00000088220.1 Gm22601
ENSMUSG00000088221.1 Gm22602
ENSMUSG00000088222.1 Gm22599
ENSMUSG00000088223.1 Gm22600
ENSMUSG00000088224.1 Gm25406
ENSMUSG00000088225.1 Gm22598
ENSMUSG00000088226.1 Gm22596
ENSMUSG00000088227.1 Gm22597
ENSMUSG00000088228.1 Gm22603
ENSMUSG00000088229.1 Gm22604
ENSMUSG00000088230.1 Gm25427
ENSMUSG00000088231.1 Gm25426
ENSMUSG00000088232.1 Gm25429
ENSMUSG00000088233.1 Gm25428
ENSMUSG00000088234.1 Gm25423
ENSMUSG00000088236.1 Gm25425
ENSMUSG00000088237.1 Gm25424
ENSMUSG00000088239.1 Gm25430
ENSMUSG00000088240.1 Gm22915
ENSMUSG00000088241.1 Gm22916
ENSMUSG00000088242.1 Gm25913
ENSMUSG00000088243.1 Gm25914
ENSMUSG00000088244.1 Gm25909
ENSMUSG00000088245.1 Gm25910
ENSMUSG00000088246.1 Gm25911
ENSMUSG00000088248.1 Mir1969
ENSMUSG00000088249.1 Gm25908
ENSMUSG00000088250.1 Gm26393
ENSMUSG00000088252.1 Snord13
ENSMUSG00000088253.1 Gm24285
ENSMUSG00000088254.1 Gm24289
ENSMUSG00000088255.1 Gm24288
ENSMUSG00000088257.1 Gm24286
ENSMUSG00000088258.1 Gm24291
ENSMUSG00000088259.1 Gm24290
ENSMUSG00000088260.1 Gm24780
ENSMUSG00000088261.1 Gm24781
ENSMUSG00000088264.1 Gm24783
ENSMUSG00000088265.1 Gm24784
ENSMUSG00000088266.1 Gm24782
ENSMUSG00000088268.1 Gm24776
ENSMUSG00000088269.1 Gm24777
ENSMUSG00000088270.1 Gm23122
ENSMUSG00000088273.1 Gm23123
ENSMUSG00000088275.1 Gm23124
ENSMUSG00000088276.1 Gm23125
ENSMUSG00000088278.1 Gm23121
ENSMUSG00000088279.1 Gm23120
ENSMUSG00000088280.1 Gm23584
ENSMUSG00000088281.1 Gm23585
ENSMUSG00000088282.1 Gm23586
ENSMUSG00000088283.1 Gm23587
ENSMUSG00000088284.1 Gm23588
ENSMUSG00000088285.1 Gm23589
ENSMUSG00000088286.1 Gm23590
ENSMUSG00000088288.1 Gm23591
ENSMUSG00000088291.1 Gm26412
ENSMUSG00000088293.1 Gm26411
ENSMUSG00000088294.1 AF357425
ENSMUSG00000088295.1 Gm26410
ENSMUSG00000088296.1 Gm26409
ENSMUSG00000088297.1 Gm26408
ENSMUSG00000088298.1 Gm26415
ENSMUSG00000088299.1 Gm26414
ENSMUSG00000088301.1 Gm23381
ENSMUSG00000088302.1 Zakit
ENSMUSG00000088303.1 Gm23382
ENSMUSG00000088304.1 Gm24504
ENSMUSG00000088307.1 Gm24505
ENSMUSG00000088308.1 Gm24507
ENSMUSG00000088310.1 Gm26183
ENSMUSG00000088311.1 Gm26184
ENSMUSG00000088312.1 Gm26181
ENSMUSG00000088313.1 Gm26182
ENSMUSG00000088314.1 Gm26186
ENSMUSG00000088317.1 Gm26185
ENSMUSG00000088318.1 Gm26187
ENSMUSG00000088320.1 Gm25665
ENSMUSG00000088322.1 Gm25664
ENSMUSG00000088323.1 Gm25663
ENSMUSG00000088324.1 Gm25669
ENSMUSG00000088325.1 Gm25668
ENSMUSG00000088326.1 Gm25667
ENSMUSG00000088327.1 Gm25666
ENSMUSG00000088329.1 Gm25661
ENSMUSG00000088331.1 Gm22846
ENSMUSG00000088332.1 Gm22847
ENSMUSG00000088333.2 Gm27396
ENSMUSG00000088334.2 Gm22842
ENSMUSG00000088335.1 Gm22843
ENSMUSG00000088337.1 Gm22845
ENSMUSG00000088338.1 Gm22849
ENSMUSG00000088339.1 Gm22850
ENSMUSG00000088340.1 Gm22338
ENSMUSG00000088342.1 Gm22340
ENSMUSG00000088343.1 Gm22339
ENSMUSG00000088344.1 Gm22336
ENSMUSG00000088346.1 Gm22337
ENSMUSG00000088348.1 Gm23865
ENSMUSG00000088349.1 Gm22335
ENSMUSG00000088350.1 Gm24015
ENSMUSG00000088351.1 Gm24016
ENSMUSG00000088352.1 Gm24013
ENSMUSG00000088353.1 Gm24014
ENSMUSG00000088354.2 Gm27592
ENSMUSG00000088356.1 Gm24010
ENSMUSG00000088357.1 Gm24011
ENSMUSG00000088358.1 Gm24008
ENSMUSG00000088359.1 Gm24009
ENSMUSG00000088360.1 Gm23500
ENSMUSG00000088361.1 Gm23499
ENSMUSG00000088362.1 Gm23498
ENSMUSG00000088363.1 Gm23497
ENSMUSG00000088364.2 Gm28020
ENSMUSG00000088365.1 Gm26321
ENSMUSG00000088366.1 Gm23496
ENSMUSG00000088367.1 Gm26320
ENSMUSG00000088368.1 Gm26323
ENSMUSG00000088369.1 Gm23501
ENSMUSG00000088370.1 Gm22880
ENSMUSG00000088371.1 Gm25180
ENSMUSG00000088372.1 Gm22881
ENSMUSG00000088373.3 Mir1956
ENSMUSG00000088374.1 Gm22882
ENSMUSG00000088377.1 Gm25183
ENSMUSG00000088378.1 Gm25184
ENSMUSG00000088379.1 Gm25185
ENSMUSG00000088380.1 Gm24686
ENSMUSG00000088383.1 Gm24687
ENSMUSG00000088384.1 Gm24690
ENSMUSG00000088385.1 Gm24689
ENSMUSG00000088386.1 Gm24692
ENSMUSG00000088387.1 Gm24691
ENSMUSG00000088389.1 Gm24685
ENSMUSG00000088391.1 Gm26310
ENSMUSG00000088392.1 Gm26307
ENSMUSG00000088393.1 Gm26308
ENSMUSG00000088394.1 Gm26312
ENSMUSG00000088395.1 Gm26313
ENSMUSG00000088397.1 Gm26311
ENSMUSG00000088398.1 Gm26306
ENSMUSG00000088400.1 Gm25889
ENSMUSG00000088402.1 Gm25887
ENSMUSG00000088403.1 Gm25888
ENSMUSG00000088404.1 Gm25885
ENSMUSG00000088405.1 Gm25886
ENSMUSG00000088406.1 Gm25883
ENSMUSG00000088407.1 Gm25884
